Username,Produk,Review,Rating,ReviewAt,Label
sarasayumachlitafirdaus,Bed Cover Set Elsa Mix Baby Pink - 90x200 - 200x200 - Evedaily,"Warna:sesuai dengan pesanan, tapi minus 2 Sarung Bantal dan dua sarung guling,..padahal udah nunggu lama sampe barang dateng, pas dateng kecewa weyyy..",3,2025-05-31 11:03,0
user_24941,Kemeja Pria,Sangat puas dengan pelayanan toko ini.,5,2023-09-25,1
hana81,Headset Bluetooth,"Packing rapi banget, penjual ramah.",4,2025-02-13,1
user_2446,Sepatu Sneakers,Sangat puas dengan pelayanan toko ini.,5,2024-10-26,1
gandihasanah,Mouse Wireless,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-05-17,1
ksinaga,Dompet Kulit,Barang sampai dengan aman dan cepat.,5,2025-04-11,1
diancantik333,SKIN1004 Madagascar Centella Quick Calming Pad 130ml,"Tekstur:tekstur cair
Cocok untuk:berbagai jenis kulit
Efek:memberikan hasil yang memuaskan

baru liat produk ini , tertarik dan cek out deh. riview orang bagus bagus. dan semoga cocok diaku karna selama ini pake micellar water nya bagus dan cocok.",5,2025-05-31 01:58,1
user_5727,Kaos Polos,"Barang cacat, sangat mengecewakan.",3,2023-04-29,0
rusmaladewi953,Obeng Plus Minus Mini 3in1 HP Kamera Jam Kacamata Screwdriver Keychain,"Desain:menarik dan moderen
Fungsi:barang bekerja dengan baik",5,2025-05-26 18:00,1
user_21009,Meja Belajar,Suka banget sama produk ini.,5,2024-06-06,1
widyahidayanto,Headset Bluetooth,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2025-04-11,1
user_11547,Kaos Polos,Baru dipakai sebentar sudah rusak.,3,2024-01-01,0
dirjapradana,Dompet Kulit,"Warnanya cantik dan tahan lama, puas banget!",5,2024-06-15,1
garanwaluyo,Kemeja Polos,Produk original dan kualitasnya premium.,4,2024-12-11,1
user_22104,Rak Sepatu,Rating tinggi tapi kualitas rendah.,3,2023-12-27,0
cbudiyanto,Sandals Pria,Barang sampai dengan aman dan cepat.,5,2024-09-18,1
gadapratama,Parfum Unisex,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-03-18,1
lazuardiartawan,Keyboard Mechanical,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2024-12-13,1
user_23352,Parfum Wanita,Packing rapi dan aman sampai tujuan.,5,2024-03-13,1
warta30,Jam Tangan Digital,"Packing rapi banget, penjual ramah.",4,2025-03-02,1
ysiregar,Tas Ransel,"Sudah belanja beberapa kali, selalu puas.",5,2025-03-04,1
user_6128,Jam Tangan Digital,Pengiriman cepat dan aman.,5,2024-11-25,1
edi52,Dompet Kulit,"Harga terjangkau, kualitas mantap!",4,2024-08-15,1
esalahudin,Jam Tangan Digital,Barang sampai dengan aman dan cepat.,4,2024-08-31,1
user_12530,Smartphone Android,Barang datang lebih cepat dari perkiraan.,5,2024-06-24,1
febiriyanti,Sepatu Sneakers,murah oke kualitas bagus recommended terjangkau produk ori puas,5,2025-01-04,1
user_6200,Keyboard Mechanical,Sangat direkomendasikan untuk semua orang.,4,2023-03-30,1
yanikusumo,Celana Jeans,Barang sampai dengan aman dan cepat.,5,2025-03-21,1
erik57,Sepatu Sneakers,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2024-08-19,1
user_9369,Keyboard Mechanical,Produk sangat bagus dan sesuai deskripsi!,4,2024-01-18,1
user_21538,Keyboard Mechanical,Warna dan bentuk persis seperti di gambar.,5,2023-08-30,1
user_16351,Headset Gaming,"Mantap, gak nyesel beli di sini.",5,2023-08-13,1
hanipradana,Celana Jeans,"Sudah belanja beberapa kali, selalu puas.",5,2025-01-03,1
user_18588,Tas Wanita,Produk tidak sesuai gambar.,3,2024-09-24,0
user_14199,Keyboard Mechanical,Packing rapi dan aman sampai tujuan.,5,2024-10-14,1
siraitharsaya,Lipstik Matte,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-07-23,1
user_18572,Smartphone Android,"Pelayanan cepat, packing aman, produk oke!",4,2024-08-28,1
widiastutijindra,Kemeja Polos,Produk original dan kualitasnya premium.,5,2025-06-04,1
endahwibowo,Dompet Kulit,Produk original dan kualitasnya premium.,5,2024-10-14,1
user_2316,Flashdisk 64GB,Kualitas di atas ekspektasi saya!,4,2023-06-17,1
user_22989,Flashdisk 64GB,Packing rapi dan aman sampai tujuan.,4,2024-09-26,1
user_17085,Headset Gaming,"Puas banget, terima kasih seller!",5,2023-04-26,1
user_17740,Mouse Wireless,"Barang palsu, bukan original.",1,2024-02-19,0
mmaulana,Jam Tangan Digital,"Harga terjangkau, kualitas mantap!",5,2024-11-25,1
irafarida,Tumbler Stainless,"Packing rapi banget, penjual ramah.",5,2025-03-23,1
user_7989,Parfum Wanita,Ukuran tidak sesuai deskripsi.,1,2023-06-17,0
user_15657,Kemeja Pria,"Puas banget, terima kasih seller!",5,2023-04-15,1
user_17754,Keyboard Mechanical,Penjual sangat ramah dan fast respon.,5,2024-03-31,1
user_18534,Mouse Wireless,Rating tinggi tapi kualitas rendah.,3,2024-12-01,0
user_7100,Kaos Polos,Top banget! Bakal order lagi nanti.,4,2023-07-16,1
l*****a,ESQA Blush On,"Tekstur:matte
Warna:bagus bgtt
Ukuran:travel friendly

Cantik poll warnanya bestt",5,2025-06-13 09:18,1
user_7538,Keyboard Mechanical,"Mantap, gak nyesel beli di sini.",5,2023-02-04,1
anisanursaputri,"Judydoll Tinted Sunscreen SPF 50+ PA++++ - 40ml  (6 in 1 Sunscreen Skintint, Moisturizer, Primer, Tone up, Foundation, Concealer Dengan Hasil Medium-High Coverage, Natural, Skinlike Glowing Satin Finish, Tahan Lama 24 jam)",Belum tau gimana hasilnya. Yang terpenting packing nya aman,4,2025-06-12 11:36,1
halimpuji,Parfum Unisex,"Packing rapi banget, penjual ramah.",5,2024-08-02,1
user_8339,Skincare Serum,Packing rapi dan aman sampai tujuan.,5,2024-04-17,1
amongyuliarti,Parfum Unisex,"Packing rapi banget, penjual ramah.",5,2024-09-06,1
user_23919,Meja Belajar,Barang original dan berkualitas.,5,2023-01-13,1
dipasihombing,Headset Bluetooth,"Harga terjangkau, kualitas mantap!",4,2024-07-14,1
user_16259,Flashdisk 64GB,Produk sangat bagus dan sesuai deskripsi!,4,2023-06-02,1
user_7686,Keyboard Mechanical,Produk sangat bagus dan sesuai deskripsi!,5,2023-10-06,1
windadwi31_,Today I'm Glowy Set (Brightening Capsule Ampoule 50ml + Water-Fit Sun Serum 50ml),"Daya Serap:menyerap
Tekstur:kental lembut
Cocok untuk:baru pertama kali coba semoga cocok dan mencerahkan pengiriman juga sangat cepat sekali next kalau cocok bakal jadi langganann",5,2025-06-11 12:34,1
user_15736,Mouse Wireless,"Mantap, gak nyesel beli di sini.",4,2024-07-08,1
user_5988,Mouse Wireless,Packing rapi dan aman sampai tujuan.,4,2024-07-30,1
user_12477,Flashdisk 64GB,Sudah beli berkali-kali di sini dan selalu puas.,5,2024-03-29,1
user_21030,Jam Tangan Digital,Sangat direkomendasikan untuk semua orang.,5,2023-07-02,1
emaulana,Celana Jeans,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-01-31,1
narpatiwarsita,Kaos Oblong,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-11-11,1
arcadia228,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 100ml,"Tekstur:lembut

Datangnya cepet....semoga cocok dimukaku makasih gan",5,2025-06-11 20:08,1
user_13821,Celana Jeans,Kualitas di atas ekspektasi saya!,5,2023-11-30,1
k*****n,Oneda Thea Dompet Lipat Wanita #C2112,Suka bgt sama dompetnya,5,2025-06-12 14:32,1
salahudinnalar,Tas Ransel,"Packing rapi banget, penjual ramah.",5,2024-08-05,1
user_6664,Smartphone Android,Sudah beli berkali-kali di sini dan selalu puas.,4,2024-08-24,1
user_18247,Lampu Tidur,Pengiriman cepat dan aman.,4,2024-06-05,1
yastuti,Mouse Wireless,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-10-03,1
user_7500,Jam Tangan Digital,Sangat puas dengan pelayanan toko ini.,4,2024-04-30,1
user_2001,Smartphone Android,Worth it banget untuk harga segini.,4,2024-05-12,1
yancesudiati,Keyboard Mechanical,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-12-29,1
zamiralailasari,Lipstik Matte,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2025-05-26,1
audaryatania10,Fleurette | Sepatu Wanita Flat Shoes | FEMI,Kebesaran ternyta...,5,2025-04-11 19:44,1
user_2657,Skincare Serum,Sesuai dengan rating dan review yang saya baca.,5,2023-10-26,1
nurainidadap,Kemeja Polos,Produk original dan kualitasnya premium.,5,2025-05-11,1
user_17040,Powerbank,Penjual sangat ramah dan fast respon.,4,2023-10-14,1
user_21989,Buku Catatan,Kualitas di atas ekspektasi saya!,5,2024-08-31,1
ohassanah,Jam Tangan Digital,"Warnanya cantik dan tahan lama, puas banget!",5,2025-03-27,1
bajraginlatupono,Tumbler Stainless,Produk original dan kualitasnya premium.,5,2024-12-16,1
user_16283,Kursi Lipat,Warna dan bentuk persis seperti di gambar.,4,2023-12-04,1
user_15745,Rak Sepatu,Packing rapi dan aman sampai tujuan.,4,2023-11-19,1
ghariyah,Kaos Oblong,"Sudah belanja beberapa kali, selalu puas.",5,2025-02-26,1
rtamba,Kemeja Polos,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-05-31,1
titinmardhiyah,Kaos Oblong,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-03-08,1
user_19196,Parfum Wanita,Packing rapi dan aman sampai tujuan.,5,2023-02-15,1
adriansyahkasiran,Tas Ransel,"Sudah belanja beberapa kali, selalu puas.",5,2024-11-10,1
user_10352,Rak Sepatu,Sangat kecewa dengan produk ini.,3,2023-07-10,0
user_9491,Lampu Tidur,Baru dipakai sebentar sudah rusak.,1,2024-09-19,0
kusumogandi,Tumbler Stainless,"Packing rapi banget, penjual ramah.",5,2024-12-09,1
user_14828,Lampu Tidur,Ukuran tidak sesuai deskripsi.,3,2023-02-12,0
user_4112,Rak Sepatu,Sangat direkomendasikan untuk semua orang.,4,2023-07-21,1
user_20899,Buku Catatan,Rating tinggi tapi kualitas rendah.,1,2023-09-23,0
user_18956,Rak Sepatu,Baru dipakai sebentar sudah rusak.,3,2024-11-14,0
user_21095,Jam Tangan Digital,Kualitas di atas ekspektasi saya!,4,2023-09-22,1
user_1070,Mouse Wireless,Pengiriman cepat dan aman.,5,2024-04-12,1
user_13958,Mouse Wireless,Sangat direkomendasikan untuk semua orang.,4,2023-10-24,1
cahyono67,Keyboard Mechanical,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-08-12,1
a*****n,SKINTIFIC - Retinol 2pcs Set | Retinol Skin Renewal Serum 20ml + Moisturizer 30g Retinal Retinoid Acne Care Memudarkan Garis Halus Memudarkan Kerutan Menghaluskan Tekstur Kulit Anti Aging Menyamarkan Garis Halus Meratakan Warna Kulit,"Tekstur:lembut dan mudah meresap
Cocok untuk:Mengurangi bekas jerawat dan kerutan
Efek:melembapkan

Setelah 2 minggu pemakaian, muka ku jdi lebih halus dn bekas jerawat mulai pudar. Untuk kerutan wajah msih ada, mungkin prlu wktu.",5,2025-06-08 20:30,1
radityamahendra,Jam Tangan Digital,"Pengiriman cepat, packing rapi. Recommended!",5,2025-04-04,1
user_9403,Buku Catatan,Sangat direkomendasikan untuk semua orang.,4,2023-11-08,1
user_17429,Tas Wanita,Produk kotor dan tidak layak pakai.,2,2023-10-09,0
user_11548,Jam Tangan Digital,"Mantap, gak nyesel beli di sini.",4,2024-03-31,1
user_11653,Parfum Wanita,"Pelayanan cepat, packing aman, produk oke!",4,2023-10-12,1
user_17551,Kaos Polos,"Servis buruk, tidak profesional.",1,2024-05-15,0
asmanramadan,Keyboard Mechanical,"Pengiriman cepat, packing rapi. Recommended!",5,2025-03-08,1
cpangestu,Tumbler Stainless,"Produk bagus, bahan adem dan sesuai gambar.",5,2025-02-23,1
parman02,Kaos Oblong,Barang sampai dengan aman dan cepat.,5,2024-09-29,1
user_11506,Lampu Tidur,Sangat puas dengan pelayanan toko ini.,5,2024-05-30,1
user_20959,Parfum Wanita,Ukuran pas dan sesuai pesanan.,4,2023-12-15,1
nanaheryana927,Shower Puff Panjang Sponge Sikat Punggung Spons Kepang Mandi Pembersih Badan Bath,Brg diterima tapi agak beda dgn ekspektasi,5,2025-06-12 19:28,1
user_15452,Jam Tangan Digital,Kualitas sangat buruk.,1,2023-05-16,0
paiman40,Celana Jeans,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-06-05,1
user_12460,Flashdisk 64GB,Sangat direkomendasikan untuk semua orang.,4,2023-11-28,1
user_1714,Jam Tangan Digital,Produk sangat bagus dan sesuai deskripsi!,4,2023-05-22,1
gfarida,Tas Ransel,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-03-12,1
nurulunarni,Tebus Murah Sarung Bantal / Sarung Guling / Tidak Bisa Pilih  Motif / Random / Acak,random bahannya lembut,5,2025-05-28 15:02,1
adeprawira7,SKINTIFIC - Retinol Skin Renewal Moisturizer 30g | Retinoid Memudarkan Garis Halus Memudarkan Kerutan Menghaluskan Tekstur Kulit Anti Aging Menyamarkan Garis Halus Meratakan Warna Kulit,Bagus,5,2025-06-04 17:22,1
user_7810,Buku Catatan,Barang rusak saat diterima.,1,2024-03-04,0
ivan10,Sandals Pria,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-05-01,1
husada,Lipstik Matte,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-01-07,1
jarwi69,Lipstik Matte,Barang sampai dengan aman dan cepat.,5,2024-06-15,1
basajancollections,Sandal Slipper Cewek S.yvs,"Keaslian:terjamin asli
Kualitas:sangat baik
Kenyamanan:nyaman saat digunakan

Barang sesuai, pengiriman cepat, tq seller & shopee",5,2025-01-30 17:33,1
user_16071,Powerbank,"Mantap, gak nyesel beli di sini.",4,2023-03-09,1
user_21872,Sepatu Sneakers,Suka banget sama produk ini.,4,2023-04-18,1
user_19831,Sepatu Sneakers,"Mantap, gak nyesel beli di sini.",4,2023-07-08,1
umi65,Sandals Pria,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-11-24,1
user_16631,Headset Gaming,Pengiriman cepat dan aman.,4,2024-07-21,1
user_7070,Powerbank,Pengiriman cepat dan aman.,5,2023-09-02,1
waluyosalwa,Celana Jeans,Barang sampai dengan aman dan cepat.,5,2025-03-15,1
user_4866,Sepatu Sneakers,Sangat puas dengan pelayanan toko ini.,5,2024-07-29,1
user_22947,Sepatu Sneakers,"Pelayanan cepat, packing aman, produk oke!",4,2023-08-02,1
user_13456,Makeup Set,Penjual sangat ramah dan fast respon.,4,2024-12-21,1
user_24062,Skincare Serum,Warna dan bentuk persis seperti di gambar.,4,2023-12-27,1
user_14838,Powerbank,Barang rusak saat diterima.,3,2024-09-25,0
v*****_,Gio Saverino Sepatu Flat Shoes Wanita Dirdan,"Desain:elegan
Warna:sangat bagus dan sesuai dengan gambar
Kenyamanan:sangat nyaman dan lembut dipakai",5,2025-06-11 21:07,1
jono90,Sepatu Sneakers,Barang sampai dengan aman dan cepat.,5,2025-05-02,1
user_21201,Jam Tangan Digital,Sangat direkomendasikan untuk semua orang.,5,2024-06-09,1
user_14233,Powerbank,Worth it banget untuk harga segini.,4,2023-02-04,1
jefrinuraini,Lipstik Matte,"Warnanya cantik dan tahan lama, puas banget!",4,2025-02-12,1
user_19005,Tas Wanita,Worth it banget untuk harga segini.,4,2024-11-14,1
utamihari,Sepatu Sneakers,"Respon penjual cepat, barang dikirim hari itu juga.",4,2025-03-05,1
user_9330,Celana Jeans,Suka banget sama produk ini.,5,2024-01-13,1
user_18955,Parfum Wanita,Produk sangat bagus dan sesuai deskripsi!,4,2023-08-04,1
user_5606,Jam Tangan Digital,Penjual sangat ramah dan fast respon.,5,2023-02-01,1
user_23940,Jam Tangan Digital,"Barang cacat, sangat mengecewakan.",2,2023-11-30,0
user_22260,Kaos Polos,Packing rapi dan aman sampai tujuan.,5,2023-01-19,1
user_19065,Sepatu Sneakers,Sangat direkomendasikan untuk semua orang.,5,2024-06-23,1
qfujiati,Celana Jeans,"Packing rapi banget, penjual ramah.",5,2025-05-14,1
user_21149,Kursi Lipat,Tidak direkomendasikan sama sekali.,1,2023-02-23,0
user_2807,Kaos Polos,Produk sangat bagus dan sesuai deskripsi!,4,2023-02-22,1
user_17837,Parfum Wanita,Sudah beli berkali-kali di sini dan selalu puas.,5,2023-09-15,1
user_13898,Buku Catatan,Barang original dan berkualitas.,4,2024-05-20,1
eharyanti,Dompet Kulit,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-10-29,1
kasiransafitri,Kemeja Polos,"Produk bagus, bahan adem dan sesuai gambar.",4,2024-10-25,1
raisa09,Tas Ransel,"Produk bagus, bahan adem dan sesuai gambar.",4,2024-06-13,1
prasetyojagaraga,Powerbank 10000mAh,Produk original dan kualitasnya premium.,4,2025-04-09,1
user_10999,Jam Tangan Digital,Warna tidak sesuai pesanan.,3,2023-07-16,0
user_6966,Jam Tangan Digital,Barang original dan berkualitas.,5,2023-07-22,1
zulfapuspita,Jaket Hoodie,"Harga terjangkau, kualitas mantap!",5,2024-10-29,1
muniandriani,Jaket Hoodie,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-03-21,1
laksitakasiran,Keyboard Mechanical,Barang sampai dengan aman dan cepat.,4,2025-05-07,1
gawatisantoso,Tas Ransel,"Packing rapi banget, penjual ramah.",5,2025-03-12,1
user_22595,Keyboard Mechanical,Barang datang lebih cepat dari perkiraan.,5,2023-07-10,1
user_12972,Meja Belajar,Sesuai dengan rating dan review yang saya baca.,5,2024-12-04,1
tamihasanah,Mouse Wireless,"Warnanya cantik dan tahan lama, puas banget!",5,2025-05-18,1
jnainggolan,Headset Bluetooth,Barang sampai dengan aman dan cepat.,5,2024-08-18,1
user_15178,Smartphone Android,Ukuran tidak sesuai deskripsi.,1,2023-11-03,0
user_19524,Mouse Wireless,Top banget! Bakal order lagi nanti.,4,2024-09-06,1
vyolanda,Powerbank 10000mAh,"Warnanya cantik dan tahan lama, puas banget!",5,2025-06-03,1
galiono01,Jaket Hoodie,Produk original dan kualitasnya premium.,4,2024-08-28,1
hartatiira,Mouse Wireless,"Harga terjangkau, kualitas mantap!",4,2025-06-01,1
user_18064,Kaos Polos,"Pelayanan cepat, packing aman, produk oke!",5,2023-02-24,1
bakiono10,Headset Bluetooth,"Packing rapi banget, penjual ramah.",4,2025-03-17,1
ppratiwi,Parfum Unisex,"Sudah belanja beberapa kali, selalu puas.",4,2025-01-17,1
user_21006,Buku Catatan,Barang datang lebih cepat dari perkiraan.,5,2024-03-25,1
keziaprasetya,Parfum Unisex,Produk original dan kualitasnya premium.,5,2024-08-24,1
faizah48,Tumbler Stainless,"Pengiriman cepat, packing rapi. Recommended!",5,2024-07-04,1
user_6338,Kemeja Pria,Sesuai dengan rating dan review yang saya baca.,4,2024-09-15,1
nyulianti,Sandals Pria,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-08-14,1
purwapermadi,Headset Bluetooth,Produk original dan kualitasnya premium.,4,2024-08-07,1
user_21151,Kaos Polos,Sangat direkomendasikan untuk semua orang.,5,2024-05-26,1
puspitataswir,Sepatu Sneakers,"Sudah belanja beberapa kali, selalu puas.",5,2025-05-31,1
user_625,Mouse Wireless,Suka banget sama produk ini.,4,2024-07-13,1
user_23208,Headset Gaming,Sesuai dengan rating dan review yang saya baca.,4,2024-05-26,1
user_4820,Kursi Lipat,Warna dan bentuk persis seperti di gambar.,4,2024-09-05,1
w*****i,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 100ml,"Tekstur:cair
Daya Serap:oke
Efek:belum tau baru coba

Baru mau coba semoga cocok 😁",5,2025-06-11 17:45,1
yuni00,Tas Ransel,Barang sampai dengan aman dan cepat.,5,2025-03-21,1
user_8315,Kemeja Pria,Kualitas sangat buruk.,2,2024-01-11,0
user_8389,Kemeja Pria,Ukuran tidak sesuai deskripsi.,1,2024-02-02,0
radensihombing,Lipstik Matte,Produk original dan kualitasnya premium.,5,2025-06-08,1
user_21191,Headset Gaming,Sudah beli berkali-kali di sini dan selalu puas.,4,2024-09-16,1
user_22877,Jam Tangan Digital,Barang original dan berkualitas.,5,2024-12-21,1
ellauwais,Powerbank 10000mAh,Produk original dan kualitasnya premium.,5,2024-08-21,1
user_23691,Meja Belajar,Sangat direkomendasikan untuk semua orang.,4,2024-10-25,1
vino28,Kemeja Polos,"Produk bagus, bahan adem dan sesuai gambar.",4,2024-10-25,1
user_19896,Mouse Wireless,Sesuai dengan rating dan review yang saya baca.,4,2023-07-09,1
novazulaika,Keyboard Mechanical,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-04-24,1
handayanimartani,Mouse Wireless,"Harga terjangkau, kualitas mantap!",5,2024-11-23,1
puputsuryatmi,Celana Jeans,"Pengiriman cepat, packing rapi. Recommended!",5,2024-10-30,1
qsantoso,Lipstik Matte,"Pengiriman cepat, packing rapi. Recommended!",4,2024-06-27,1
rahmanprabowo,Tas Ransel,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2025-04-20,1
user_15798,Headset Gaming,Sangat direkomendasikan untuk semua orang.,4,2024-10-02,1
raharjapalastri,Lipstik Matte,"Sudah belanja beberapa kali, selalu puas.",5,2024-10-03,1
user_23623,Parfum Wanita,"Mantap, gak nyesel beli di sini.",5,2023-09-09,1
user_983,Headset Gaming,Penjual sangat ramah dan fast respon.,5,2024-10-31,1
vino69,Kemeja Polos,"Harga terjangkau, kualitas mantap!",4,2024-11-30,1
qwinarsih,Keyboard Mechanical,Produk original dan kualitasnya premium.,5,2024-06-17,1
user_3879,Kursi Lipat,Ukuran pas dan sesuai pesanan.,4,2023-04-24,1
prabawa06,Headset Bluetooth,"Warnanya cantik dan tahan lama, puas banget!",5,2024-09-01,1
ulva08,Kaos Oblong,"Harga terjangkau, kualitas mantap!",5,2024-12-16,1
user_849,Lampu Tidur,Produk sangat bagus dan sesuai deskripsi!,5,2023-04-10,1
uramadan,Kemeja Polos,Produk original dan kualitasnya premium.,5,2024-08-16,1
ikamandala,Keyboard Mechanical,"Produk bagus, bahan adem dan sesuai gambar.",4,2025-02-06,1
user_23653,Mouse Wireless,Ukuran pas dan sesuai pesanan.,5,2024-01-12,1
